speechiness,danceability,liveness,tempo,valence,loudness,duration_ms,instrumentalness,energy,key,mode,time_signature
-0.41994559541031656,1.0594495890701399,-0.7575201325936779,-0.3957983242919459,1.1764212841763173,0.8149226218550016,-0.32316538212326773,-0.4785504954192244,1.2028719626886044,10,0,4.0
1.3875567941715425,1.7560970766109119,1.0417859212272016,0.28016583442886434,1.6226047719370085,-0.2744963364832931,-0.28282281847435486,-0.47752329486639017,0.0375054191413586,11,0,4.0
-0.10489288806288098,1.4103923083575962,-0.4886003968633609,0.14727792521981348,0.007657457829727363,0.1554126991432114,-0.13185811021017985,-0.478584284911094,0.5254270515607936,6,1,4.0
1.7206125133674028,1.368488700084467,0.18527341398310088,0.790087699674581,1.3225167624696406,0.1400043800246562,-0.1970345292790598,-0.478584284911094,-0.08346688641717867,10,0,4.0
-0.49285779339643737,0.8761213028751997,-0.6491964919716298,0.14295197090171619,1.6344503512580888,0.8586077463889277,-0.14620213284090444,-0.478584284911094,1.186742321947466,10,1,4.0
1.1355146282935937,0.8918351559776232,1.5959998965027966,-0.12535858637464578,0.05109124867368851,-0.232673756018643,-0.5288090142618288,-0.0021524495504664258,-0.5028375456867759,9,0,4.0
1.0995086045967442,0.9808803235580227,-0.6366007198062753,1.5293527368156739,0.8881788540300296,-0.1796759111383373,-0.26181250327486405,-0.478584284911094,0.08589434136477368,11,1,4.0
0.2803715654934117,0.9285008132166113,-0.5811793222787159,-0.630210973903842,0.20113525340737246,0.016229860511865837,-0.18250660892230028,-0.4775266738155771,-0.19234196141986262,6,0,4.0
-0.3065266207652398,-0.15575505085060548,-0.6548645894460393,-1.0383715231199429,-0.6477979312700493,-0.32173722696765494,-0.41853167788288215,-0.478584284911094,-0.9544674864386495,10,1,4.0
-0.08779002680687735,0.14804610912958102,-0.6813157109932836,-1.00264860347753,0.3867159961042969,0.25802194514150273,0.0777010110118749,-0.478584284911094,0.21493146729388057,6,0,4.0
0.38838963658396086,0.3942298077342149,-0.43821730820194316,0.6878194358733122,-0.35560697468340174,-0.8818550252553575,-0.47382359417738457,-0.18292623105254852,-1.293189942002555,5,0,4.0
1.0905070986725316,1.2794435325040674,0.304933249553968,-0.6387276964675963,-0.5411877173803267,-0.6536087156750001,-0.386832307357611,-0.4781517794151638,-0.08749929660246326,11,1,4.0
0.45140017805344806,0.5513683387584487,-0.5981836147019444,-0.497931402020774,1.3580535004328815,-0.2865182118395285,-0.3373944686752205,-0.478584284911094,-0.8375275910653966,9,0,4.0
0.3793881306597484,-0.024806274997076813,-0.5011961690287153,-0.6649875910391713,-0.26873939299547966,-0.23131917851371522,-0.08017518678911292,-0.3623484328798487,-0.39799488086937673,1,0,4.0
0.28937307141762414,0.8237417925337883,-0.4004299917058799,-0.4264179696997284,-0.7386140393983316,-0.12363026687194392,-0.15737391969752645,-0.47852076066637916,-0.26089293456970064,7,0,4.0
-0.28942375950923616,1.190398364923668,-0.15481243448146859,0.5176201706706732,-0.7978419360037332,0.21840055312236054,-0.3210735454896204,-0.4785690458502608,0.061699880253066136,0,0,4.0
-0.45685176969958763,1.1065911483774102,-0.8557671554834424,-0.6253104787778725,1.3975387648364825,1.0208184026040483,-0.457579295044299,-0.478584284911094,1.2915849867648652,5,0,4.0
-0.579272250268877,-0.7738332728792598,-0.3248553587137533,0.7646389215376498,-1.0939814190307404,-0.5250931748949619,0.6553161060823401,-0.478584284911094,-0.9383378456975112,9,0,4.0
0.15435048255443748,1.4837236228355721,-0.5452813716074557,-0.4972216751404612,1.5515312960105268,1.3694527879348766,0.05983228196548082,-0.478584284911094,1.5133675469555175,6,1,4.0
-0.29752511484102734,0.7661243311582357,-0.5849580539283222,-0.5959075080220549,-0.9084006763338158,0.5516266193346334,0.06273633355578244,-0.47853765541231397,0.7391447913808769,5,0,4.0
